	id	treatment	condition	day	bw	bwc	score	mgs	mgs30	mgs180	bur2h	burON	hr	hrv	temp	act
346	TM+B10	Transmitter	Metamizol	14	21.2	107.0707071	0	NA	NA	NA	NA	NA	430.2201835	14.82743028	36.17311927	1227.64
347	TM+B10	Transmitter	Metamizol	15	21.6	109.0909091	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	TM+B10	Transmitter	Metamizol	16	21.6	109.0909091	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	TM+B10	Transmitter	Metamizol	17	21	106.0606061	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
350	TM+B10	Transmitter	Metamizol	18	21.8	110.1010101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	TM+B10	Transmitter	Metamizol	19	22.1	111.6161616	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	TM+B10	Transmitter	Metamizol	20	21.9	110.6060606	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
353	TM+B10	Transmitter	Metamizol	21	21.8	110.1010101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	TM+B10	Transmitter	Metamizol	22	21.8	110.1010101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	TM+B10	Transmitter	Metamizol	23	22.2	112.1212121	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	TM+B10	Transmitter	Metamizol	24	22.3	112.6262626	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	TM+B10	Transmitter	Metamizol	25	22.1	111.6161616	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
358	TM+B10	Transmitter	Metamizol	26	22.1	111.6161616	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	TM+B10	Transmitter	Metamizol	27	22.3	112.6262626	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	TM+B10	Transmitter	Metamizol	28	22.4	113.13	0	NA	NA	NA	NA	NA	443.5412844	15.23769541	36.55853211	1340.22
361	TM+B11	Transmitter	Metamizol	-1	20.4	100	0	0.033333333	NA	NA	43.87127068	90.20908526	471.8348624	14.57503211	36.55880734	1234.26
362	TM+B11	Transmitter	Metamizol	0	18.1	88.7254902	2	0.1	0.313392857	0.558333333	0	0	641.8518519	3.6042	36.63728395	248.66
363	TM+B11	Transmitter	Metamizol	1	18.1	88.7254902	2	0.0375	NA	NA	53.11614731	79.0368272	624.7522936	5.615370642	37.51697248	359.66
364	TM+B11	Transmitter	Metamizol	2	18.2	89.21568627	2	0.0375	NA	NA	54.77386935	88.87293611	514.6422018	6.977913761	37.23642202	599.66
365	TM+B11	Transmitter	Metamizol	3	18.7	91.66666667	2	NA	NA	NA	NA	NA	454.3486239	6.711233945	36.71844037	597.86
366	TM+B11	Transmitter	Metamizol	4	19.4	95.09803922	1	0.0375	NA	NA	70.88967972	91.60142349	503.7889908	8.1877	37.07440367	1294.26
367	TM+B11	Transmitter	Metamizol	5	19.5	95.58823529	1	NA	NA	NA	NA	NA	457.8440367	8.989870642	36.71293578	855.07
368	TM+B11	Transmitter	Metamizol	6	19.5	95.58823529	1	0.1	NA	NA	NA	NA	NA	NA	NA	NA
369	TM+B11	Transmitter	Metamizol	7	19.8	97.05882353	0	NA	NA	NA	79.58303379	86.70021567	455.9449541	11.04306606	36.56119266	683.26
370	TM+B11	Transmitter	Metamizol	8	20.2	99.01960784	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	TM+B11	Transmitter	Metamizol	9	20.6	100.9803922	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	TM+B11	Transmitter	Metamizol	10	20.6	100.9803922	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	TM+B11	Transmitter	Metamizol	11	20.7	101.4705882	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	TM+B11	Transmitter	Metamizol	12	20.7	101.4705882	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	TM+B11	Transmitter	Metamizol	13	21.3	104.4117647	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	TM+B11	Transmitter	Metamizol	14	21.4	104.9019608	0	NA	NA	NA	NA	NA	457.5137615	16.67594495	36.34752294	1472.35
377	TM+B11	Transmitter	Metamizol	15	20.6	100.9803922	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	TM+B11	Transmitter	Metamizol	16	20.9	102.4509804	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	TM+B11	Transmitter	Metamizol	17	21	102.9411765	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	TM+B11	Transmitter	Metamizol	18	21.4	104.9019608	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	TM+B11	Transmitter	Metamizol	19	21.6	105.8823529	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	TM+B11	Transmitter	Metamizol	20	21.9	107.3529412	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	TM+B11	Transmitter	Metamizol	21	21.9	107.3529412	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	TM+B11	Transmitter	Metamizol	22	21.5	105.3921569	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	TM+B11	Transmitter	Metamizol	23	21.5	105.3921569	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
386	TM+B11	Transmitter	Metamizol	24	22.1	108.3333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	TM+B11	Transmitter	Metamizol	25	22.4	109.8039216	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	TM+B11	Transmitter	Metamizol	26	21.9	107.3529412	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
389	TM+B11	Transmitter	Metamizol	27	22.1	108.3333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	TM+B11	Transmitter	Metamizol	28	22.3	109.31	0	NA	NA	NA	NA	NA	471.8348624	14.57503211	36.55880734	1234.26
